2020-05-06,1398,182697,279,41351,450,49620,165,22416,444,56633,60,12670
2020-05-07,1237,183934,298,41649,403,50023,118,22534,358,56991,60,12730
2020-05-08,1082,185016,252,41901,344,50367,99,22633,345,57336,42,12772
2020-05-09,658,185674,175,42076,119,50486,75,22708,256,57592,32,12804
2020-05-10,457,186131,75,42151,188,50674,95,22803,85,57677,14,12818
2020-05-11,1231,187362,226,42377,410,51084,192,22995,376,58053,27,12845
2020-05-12,1285,188647,355,42732,400,51484,163,23158,314,58367,53,12898
2020-05-13,1335,189982,461,43193,362,51846,157,23315,308,58675,47,12945
2020-05-14,1113,191095,256,43449,334,52180,149,23464,331,59006,43,12988
2020-05-15,875,191970,182,43631,259,52439,135,23599,266,59272,33,13021
2020-05-16,487,192457,108,43739,165,52604,52,23651,137,59409,25,13046
2020-05-17,359,192816,56,43795,137,52741,50,23701,106,59515,10,13056
2020-05-18,896,193712,188,43983,266,53007,131,23832,273,59788,38,13094
2020-05-19,1004,194716,181,44164,328,53335,167,23999,286,60074,42,13136
2020-05-20,1077,195793,278,44442,323,53658,165,24164,255,60329,56,13192
2020-05-21,1069,196862,199,44641,336,53994,145,24309,311,60640,78,13270
2020-05-22,1039,197901,264,44905,351,54345,152,24461,240,60880,32,13302
2020-05-23,456,198357,90,44995,143,54488,49,24510,137,61017,37,13339
2020-05-24,468,198825,102,45097,161,54649,69,24579,121,61138,15,13354
2020-05-25,467,199292,105,45202,160,54809,70,24649,115,61253,17,13371
2020-05-26,1054,200346,284,45486,320,55129,126,24775,267,61520,57,13428
2020-05-27,744,201090,182,45668,246,55375,108,24883,165,61685,43,13471
2020-05-28,646,201736,118,45786,221,55596,99,24982,178,61863,30,13501
2020-05-29,648,202384,167,45953,168,55764,73,25055,213,62076,27,13528
2020-05-30,349,202733,80,46033,106,55870,38,25093,109,62185,16,13544
2020-05-31,230,202963,30,46063,84,55954,25,25118,79,62264,12,13556
2020-06-01,687,203650,159,46222,252,56206,77,25195,157,62421,42,13598
2020-06-02,574,204224,121,46343,185,56391,71,25266,163,62584,34,13632
2020-06-03,516,204740,112,46455,133,56524,78,25344,148,62732,45,13677
2020-06-04,524,205264,126,46581,131,56655,88,25432,149,62881,30,13707
2020-06-05,404,205668,108,46689,132,56787,53,25485,103,62984,8,13715
2020-06-06,247,205915,50,46739,59,56846,33,25518,98,63082,7,13722
2020-06-07,198,206113,43,46782,52,56898,25,25543,74,63156,4,13726
2020-06-08,451,206564,97,46879,112,57010,75,25618,147,63303,20,13746
2020-06-09,421,206985,84,46963,121,57131,67,25685,130,63433,19,13765
2020-06-10,365,207350,76,47039,97,57228,69,25754,109,63542,14,13779
2020-06-11,366,207716,65,47104,114,57342,54,25808,117,63659,16,13795
2020-06-12,410,208126,80,47184,123,57465,58,25866,131,63790,18,13813
2020-06-13,197,208323,46,47230,52,57517,24,25890,73,63863,2,13815
2020-06-14,181,208504,27,47257,54,57571,28,25918,68,63931,4,13819
2020-06-15,383,208887,81,47338,103,57674,59,25977,122,64053,18,13837
2020-06-16,420,209307,80,47418,133,57807,67,26044,120,64173,20,13857
2020-06-17,357,209664,68,47486,113,57920,66,26110,93,64266,17,13874
2020-06-18,378,210042,60,47546,112,58032,58,26168,123,64389,25,13899
2020-06-19,363,210405,83,47629,91,58123,56,26224,123,64512,10,13909
2020-06-20,204,210609,53,47682,47,58170,44,26268,54,64566,6,13915
2020-06-21,172,210781,25,47707,54,58224,26,26294,58,64624,9,13924
2020-06-22,398,211179,90,47797,109,58333,62,26356,119,64743,18,13942
2020-06-23,383,211562,73,47870,95,58428,77,26433,122,64865,16,13958
2020-06-24,381,211943,89,47959,102,58530,73,26506,103,64968,14,13972
2020-06-25,299,212242,64,48023,82,58612,46,26552,79,65047,28,14000
2020-06-26,314,212556,65,48088,94,58706,63,26615,76,65123,16,14016
2020-06-27,207,212763,27,48115,70,58776,37,26652,60,65183,13,14029
2020-06-28,203,212966,35,48150,58,58834,41,26693,58,65241,11,14040
2020-06-29,438,213404,75,48225,127,58961,80,26773,133,65374,23,14063
2020-06-30,442,213846,77,48302,128,59089,94,26867,114,65488,29,14092
2020-07-01,397,214243,62,48364,120,59209,83,26950,93,65581,39,14131
2020-07-02,417,214660,73,48437,128,59337,81,27031,118,65699,17,14148
2020-07-03,238,214898,41,48478,74,59411,49,27080,66,65765,8,14156
2020-07-04,120,215018,21,48499,23,59434,32,27112,32,65797,12,14168
2020-07-05,154,215172,19,48518,53,59487,32,27144,38,65835,12,14180
2020-07-06,434,215606,67,48585,142,59629,78,27222,119,65954,28,14208
2020-07-07,460,216066,112,48697,123,59752,87,27309,106,66060,32,14240
2020-07-08,437,216503,83,48780,121,59873,120,27429,88,66148,25,14265
2020-07-09,392,216895,90,48870,104,59977,86,27515,94,66242,18,14283
2020-07-10,310,217205,67,48937,91,60068,49,27564,90,66332,13,14296
2020-07-11,258,217463,40,48977,72,60140,46,27610,86,66418,14,14310
2020-07-12,225,217688,44,49021,56,60196,42,27652,70,66488,13,14323
2020-07-13,485,218173,109,49130,123,60319,79,27731,139,66627,35,14358
2020-07-14,403,218576,71,49201,111,60430,80,27811,122,66749,19,14377
2020-07-15,439,219015,107,49308,150,60580,70,27881,90,66839,22,14399
2020-07-16,418,219433,94,49402,90,60670,90,27971,109,66948,35,14434
2020-07-17,418,219851,75,49477,105,60775,110,28081,105,67053,23,14457
2020-07-18,218,220069,55,49532,58,60833,37,28118,49,67102,19,14476
2020-07-19,175,220244,38,49570,40,60873,34,28152,46,67148,17,14493
2020-07-20,404,220648,96,49666,86,60959,80,28232,109,67257,32,14525
2020-07-21,340,220988,71,49737,79,61038,69,28301,100,67357,21,14546
2020-07-22,330,221318,79,49816,96,61134,59,28360,76,67433,20,14566
2020-07-23,310,221628,69,49885,85,61219,66,28426,63,67496,27,14593
2020-07-24,302,221930,73,49958,69,61288,57,28483,75,67571,28,14621
2020-07-25,153,222083,25,49983,35,61323,34,28517,46,67617,13,14634
2020-07-26,140,222223,30,50013,40,61363,18,28535,33,67650,19,14653
2020-07-27,315,222538,58,50071,80,61443,73,28608,78,67728,26,14679
2020-07-28,313,222851,58,50129,106,61549,58,28666,73,67801,18,14697
2020-07-29,289,223140,80,50209,72,61621,56,28722,68,67869,13,14710
2020-07-30,273,223413,57,50266,98,61719,44,28766,61,67930,13,14723
2020-07-31,264,223677,55,50321,79,61798,52,28818,60,67990,18,14741
2020-08-01,189,223866,37,50358,58,61856,33,28851,54,68044,7,14748
2020-08-02,137,224003,30,50388,41,61897,25,28876,33,68077,8,14756
2020-08-03,348,224351,96,50484,93,61990,56,28932,84,68161,19,14775
2020-08-04,187,224538,47,50531,49,62039,38,28970,46,68207,7,14782
2020-08-05,301,224839,65,50596,94,62133,48,29018,79,68286,15,14797
2020-08-06,294,225133,66,50662,88,62221,55,29073,67,68353,18,14815
2020-08-07,258,225391,53,50715,91,62312,50,29123,58,68411,6,14821
2020-08-08,161,225552,30,50745,58,62370,23,29146,43,68454,7,14828
2020-08-09,133,225685,19,50764,48,62418,18,29164,36,68490,12,14840
2020-08-10,311,225996,89,50853,75,62493,49,29213,76,68566,22,14862
2020-08-11,265,226261,72,50925,82,62575,42,29255,51,68617,18,14880
2020-08-12,320,226581,59,50984,114,62689,43,29298,86,68703,18,14898
2020-08-13,277,226858,60,51044,87,62776,51,29349,67,68770,12,14910
2020-08-14,278,227136,68,51112,80,62856,45,29394,69,68839,16,14926
2020-08-15,151,227287,42,51154,33,62889,25,29419,42,68881,9,14935
2020-08-16,140,227427,23,51177,49,62938,22,29441,39,68920,7,14942
2020-08-17,330,227757,71,51248,95,63033,57,29498,93,69013,14,14956
2020-08-18,284,228041,55,51303,66,63099,62,29560,87,69100,14,14970
2020-08-19,258,228299,51,51354,68,63167,52,29612,69,69169,18,14988
2020-08-20,227,228526,63,51417,55,63222,33,29645,56,69225,20,15008
2020-08-21,253,228779,52,51469,75,63297,52,29697,60,69285,14,15022
2020-08-22,138,228917,29,51498,36,63333,30,29727,36,69321,7,15029
2020-08-23,151,229068,32,51530,55,63388,16,29743,41,69362,7,15036
2020-08-24,300,229368,64,51594,85,63473,50,29793,86,69448,15,15051
2020-08-25,284,229652,64,51658,84,63557,55,29848,69,69517,12,15063
2020-08-26,313,229965,64,51722,116,63673,51,29899,66,69583,16,15079
2020-08-27,275,230240,52,51774,99,63772,49,29948,62,69645,13,15092
2020-08-28,286,230526,80,51854,78,63850,54,30002,53,69698,21,15113
2020-08-29,128,230654,28,51882,38,63888,23,30025,32,69730,7,15120
2020-08-30,184,230838,21,51903,60,63948,36,30061,43,69773,24,15144
2020-08-31,313,231151,46,51949,116,64064,51,30112,78,69851,22,15166
2020-09-01,296,231447,52,52001,92,64156,55,30167,72,69923,24,15190
2020-09-02,274,231721,42,52043,96,64252,48,30215,70,69993,17,15207
2020-09-03,274,231995,40,52083,91,64343,36,30251,90,70083,17,15224
2020-09-04,230,232225,44,52127,71,64414,30,30281,59,70142,26,15250
2020-09-05,158,232383,30,52157,47,64461,22,30303,35,70177,24,15274
2020-09-06,208,232591,18,52175,89,64550,27,30330,61,70238,13,15287
2020-09-07,218,232809,32,52207,74,64624,41,30371,52,70290,19,15306
2020-09-08,395,233204,82,52289,128,64752,58,30429,97,70387,30,15336
2020-09-09,353,233557,56,52345,120,64872,69,30498,83,70470,25,15361
2020-09-10,322,233879,45,52390,124,64996,57,30555,70,70540,26,15387
2020-09-11,314,234193,56,52446,111,65107,54,30609,77,70617,16,15403
2020-09-12,202,234395,36,52482,50,65157,36,30645,61,70678,19,15422
2020-09-13,258,234653,19,52501,118,65275,41,30686,66,70744,14,15436
2020-09-14,434,235087,74,52575,167,65442,68,30754,98,70842,26,15462
2020-09-15,341,235428,54,52629,152,65594,45,30799,72,70914,18,15480
2020-09-16,370,235798,49,52678,167,65761,55,30854,82,70996,17,15497
2020-09-17,356,236154,60,52738,124,65885,54,30908,93,71089,25,15522
2020-09-18,290,236444,45,52783,109,65994,44,30952,67,71156,24,15546
2020-09-19,160,236604,31,52814,36,66030,26,30978,53,71209,13,15559
2020-09-20,158,236762,23,52837,61,66091,25,31003,28,71237,21,15580
2020-09-21,514,237276,69,52906,249,66340,57,31060,115,71352,24,15604
2020-09-22,407,237683,59,52965,174,66514,50,31110,99,71451,25,15629
2020-09-23,533,238216,80,53045,239,66753,73,31183,104,71555,37,15666
2020-09-24,470,238686,63,53108,233,66986,58,31241,90,71645,26,15692
2020-09-25,455,239141,48,53156,186,67172,68,31309,125,71770,28,15720
2020-09-26,279,239420,42,53198,107,67279,35,31344,62,71832,33,15753
2020-09-27,382,239802,32,53230,184,67463,35,31379,103,71935,28,15781
2020-09-28,435,240237,81,53311,140,67603,58,31437,109,72044,46,15827
2020-09-29,688,240925,64,53375,335,67938,81,31518,174,72218,34,15861
2020-09-30,588,241513,52,53427,276,68214,86,31604,134,72352,40,15901
2020-10-01,619,242132,76,53503,297,68511,87,31691,134,72486,25,15926
2020-10-02,597,242729,81,53584,265,68776,77,31768,139,72625,35,15961
2020-10-03,279,243008,34,53618,81,68857,48,31816,98,72723,18,15979
2020-10-04,339,243347,35,53653,163,69020,29,31845,84,72807,28,16007
2020-10-05,853,244200,93,53746,441,69461,84,31929,197,73004,38,16045
2020-10-06,566,244766,67,53813,248,69709,77,32006,145,73149,29,16074
2020-10-07,543,245309,75,53888,223,69932,76,32082,131,73280,38,16112
2020-10-08,523,245832,83,53971,217,70149,79,32161,111,73391,33,16145
2020-10-09,527,246359,94,54065,185,70334,72,32233,146,73537,30,16175
2020-10-10,313,246672,37,54102,97,70431,45,32278,100,73637,33,16208
2020-10-11,279,246951,38,54140,113,70544,29,32307,85,73722,14,16222
2020-10-12,516,247467,53,54193,222,70766,85,32392,116,73838,39,16261
2020-10-13,586,248053,91,54284,224,70990,99,32491,127,73965,45,16306
2020-10-14,579,248632,91,54375,210,71200,84,32575,160,74125,33,16339
2020-10-15,599,249231,91,54466,236,71436,90,32665,142,74267,40,16379
2020-10-16,502,249733,78,54544,163,71599,91,32756,133,74400,36,16415
2020-10-17,367,250100,66,54610,89,71688,60,32816,112,74512,39,16454
2020-10-18,424,250524,47,54657,178,71866,41,32857,125,74637,33,16487
2020-10-19,628,251152,105,54762,204,72070,103,32960,181,74818,35,16522
2020-10-20,606,251758,92,54854,218,72288,103,33063,155,74973,38,16560
2020-10-21,656,252414,97,54951,202,72490,117,33180,188,75161,52,16612
2020-10-22,756,253170,124,55075,245,72735,136,33316,175,75336,76,16688
2020-10-23,601,253771,116,55191,198,72933,79,33395,161,75497,47,16735
2020-10-24,386,254157,72,55263,121,73054,57,33452,104,75601,32,16767
2020-10-25,364,254521,66,55329,130,73184,49,33501,86,75687,33,16800
2020-10-26,691,255212,132,55461,219,73403,117,33618,154,75841,68,16868
2020-10-27,735,255947,120,55581,235,73638,122,33740,181,76022,76,16944
2020-10-28,777,256724,125,55706,225,73863,134,33874,203,76225,90,17034
2020-10-29,615,257339,99,55805,192,74055,114,33988,155,76380,55,17089
2020-10-30,646,257985,116,55921,192,74247,102,34090,162,76542,74,17163
2020-10-31,403,258388,65,55986,117,74364,52,34142,118,76660,51,17214
2020-11-01,498,258886,56,56042,231,74595,67,34209,99,76759,45,17259
2020-11-02,956,259842,157,56199,341,74936,145,34354,220,76979,93,17352
2020-11-03,892,260734,153,56352,313,75249,156,34510,178,77157,92,17444
2020-11-04,1096,261830,182,56534,312,75561,190,34700,275,77432,137,17581
2020-11-05,1127,262957,194,56728,311,75872,207,34907,303,77735,112,17693
2020-11-06,1023,263980,186,56914,233,76105,181,35088,297,78032,126,17819
2020-11-07,833,264813,135,57049,221,76326,140,35228,248,78280,89,17908
2020-11-08,786,265599,106,57155,227,76553,131,35359,223,78503,99,18007
2020-11-09,1533,267132,243,57398,415,76968,269,35628,406,78909,200,18207
2020-11-10,1561,268693,273,57671,452,77420,300,35928,393,79302,143,18350
2020-11-11,1491,270184,235,57906,379,77799,271,36199,437,79739,169,18519
2020-11-12,1471,271655,235,58141,383,78182,294,36493,399,80138,160,18679
2020-11-13,1478,273133,262,58403,352,78534,261,36754,430,80568,173,18852
2020-11-14,1007,274140,186,58589,233,78767,157,36911,319,80887,112,18964
2020-11-15,876,275016,130,58719,228,78995,134,37045,235,81122,149,19113
2020-11-16,1788,276804,308,59027,482,79477,323,37368,493,81615,182,19295
2020-11-17,1694,278498,329,59356,478,79955,278,37646,419,82034,190,19485
2020-11-18,1686,280184,300,59656,448,80403,321,37967,428,82462,189,19674
2020-11-19,1803,281987,355,60011,483,80886,330,38297,442,82904,193,19867
2020-11-20,1738,283725,324,60335,424,81310,328,38625,442,83346,220,20087
2020-11-21,1247,284972,250,60585,349,81659,186,38811,308,83654,154,20241
2020-11-22,1120,286092,177,60762,336,81995,163,38974,268,83922,176,20417
2020-11-23,2236,288328,417,61179,558,82553,396,39370,585,84507,280,20697
2020-11-24,1967,290295,349,61528,532,83085,360,39730,506,85013,220,20917
2020-11-25,2241,292536,400,61928,602,83687,357,40087,603,85616,279,21196
2020-11-26,730,293266,125,62053,231,83918,117,40204,171,85787,86,21282
2020-11-27,2145,295411,347,62400,570,84488,361,40565,612,86399,255,21537
2020-11-28,1687,297098,310,62710,418,84906,274,40839,485,86884,200,21737
2020-11-29,1596,298694,209,62919,474,85380,202,41041,452,87336,259,21996
2020-11-30,2444,301138,389,63308,777,86157,347,41388,624,87960,307,22303
2020-12-01,2325,303463,416,63724,636,86793,355,41743,654,88614,264,22567
2020-12-02,1399,304862,200,63924,405,87198,211,41954,406,89020,176,22743
