2020-10-02,1699891,1687673,1715381
2020-10-03,1081652,1162674,995899
2020-10-04,793177,874215,852411
2020-10-05,1606593,1574884,1636314
2020-10-06,1679841,1645551,1984511
2020-10-07,1688482,1649934,1738352
2020-10-08,1709893,1675817,2186717
2020-10-09,1711661,1697394,1741426
2020-10-10,1079724,1187895,3232065
2020-10-11,785925,881974,3642535
2020-10-12,1231027,1251546,2370923
2020-10-13,1635457,1603189,1662252
2020-10-14,1739194,1698810,1786669
2020-10-15,1750240,1711695,1796230
2020-10-16,1575877,1558588,1626375
2020-10-17,1110692,1215508,1022323
2020-10-18,831897,921300,883103
2020-10-19,1638095,1595455,1987405
2020-10-20,1693979,1650859,1739107
2020-10-21,1720518,1677612,1767784
2020-10-22,1724728,1687747,1770421
2020-10-23,1727888,1718518,1763446
2020-10-24,1083228,1191370,996761
2020-10-25,810781,906669,868974
2020-10-26,1606264,1584578,1907502
2020-10-27,1721043,1686360,2538597
2020-10-28,1719463,1686970,1761237
2020-10-29,1611043,1589288,1661284
2020-10-30,1658029,1663556,1678485
2020-10-31,1072672,1193466,1023591
2020-11-01,710152,795143,815280
2020-11-02,1648157,1625183,1682318
2020-11-03,1514140,1512861,1556473
2020-11-04,1598561,1580254,1632858
2020-11-05,1689455,1670296,1864417
2020-11-06,1714766,1717895,2209812
2020-11-07,1122495,1236070,1077091
2020-11-08,849123,952788,892649
2020-11-09,1649051,1629043,1679031
2020-11-10,1724719,1707282,1764664
2020-11-11,1510951,1523758,1556183
2020-11-12,1658931,1651609,1694204
2020-11-13,1672461,1686686,1714723
2020-11-14,1099308,1213196,1053804
2020-11-15,751570,853732,1427310
2020-11-16,1633326,1619076,1656563
2020-11-17,1676316,1662190,2052858
2020-11-18,1670141,1663207,2099873
2020-11-19,1638017,1635320,1675784
2020-11-20,1667940,1680123,2029749
2020-11-21,1046197,1155422,1005784
2020-11-22,748415,848682,779121
2020-11-23,1536137,1544277,1887217
2020-11-24,1617062,1617067,2343273
2020-11-25,1565826,1578435,1606806
2020-11-26,615047,693890,649364
2020-11-27,1113513,1172393,1923031
