2020-10-30,413,666.83,1434,478.42
2020-10-31,813,1466.66,1054,2769.3
2020-11-01,345,1009.76,939,3419.33
2020-11-02,584,629.12,1388,483.34
2020-11-03,696,835.36,1535,521.39
2020-11-04,727,1887.25,1463,486.43
2020-11-05,857,1769.13,1129,427.7
2020-11-06,941,1114.66,1125,398.18
2020-11-07,1354,2080.01,705,577.02
2020-11-08,1283,1930.38,700,660.46
2020-11-09,935,1157.47,1345,506.09
2020-11-10,980,1068.45,877,1017.91
2020-11-11,502,909.55,1017,391.93
2020-11-12,393,652.16,1264,420.69
2020-11-13,556,3752.35,1305,625.19
2020-11-14,892,1414.89,718,580.68
2020-11-15,518,1433.61,584,587.72
2020-11-16,619,984.27,800,405.08
2020-11-17,579,772.05,1228,443.54
2020-11-18,504,603.7,1291,398.78
2020-11-19,599,2751.53,1291,457.16
2020-11-20,843,915.72,1198,428.35
2020-11-21,1171,1541.07,770,544.56
2020-11-22,621,1045.42,330,484.25
2020-11-23,508,684.57,1273,496.41
2020-11-24,610,724.56,1370,560.85
2020-11-25,743,837.97,1173,606.17
2020-11-26,528,1513.05,372,731.59
2020-11-27,740,2351.83,563,512.99
2020-11-28,694,1293.68,556,534.5
