2020-05-01,593565,5940777,5347212,0.1,1887,176391
2020-05-02,307122,2866675,2559553,0.11,1058,177449
2020-05-03,282063,2580417,2298354,0.11,786,178235
2020-05-04,537152,5890040,5352888,0.09,1552,179787
2020-05-05,549526,6613421,6063895,0.08,1512,181299
2020-05-06,539581,6078903,5539322,0.09,1398,182697
2020-05-07,559896,6271678,5711782,0.09,1237,183934
2020-05-08,557057,5804985,5247928,0.1,1082,185016
2020-05-09,293959,2872839,2578880,0.1,658,185674
2020-05-10,289935,2375849,2085914,0.12,457,186131
2020-05-11,542556,5750732,5208176,0.09,1231,187362
2020-05-12,579078,6006055,5426977,0.1,1285,188647
2020-05-13,784643,7201475,6416832,0.11,1335,189982
2020-05-14,636005,6389261,5753256,0.1,1113,191095
2020-05-15,614793,6261387,5646594,0.1,875,191970
2020-05-16,333932,3021033,2687101,0.11,487,192457
2020-05-17,345946,2862137,2516191,0.12,359,192816
2020-05-18,615389,5712578,5097189,0.11,896,193712
2020-05-19,640385,5992489,5352104,0.11,1004,194716
2020-05-20,651930,5980164,5328234,0.11,1077,195793
2020-05-21,658685,5804530,5145845,0.11,1069,196862
2020-05-22,663490,6199310,5535820,0.11,1039,197901
2020-05-23,894787,2684961,1790174,0.33,456,198357
2020-05-24,335030,2742128,2407098,0.12,468,198825
2020-05-25,410515,2702336,2291821,0.15,467,199292
2020-05-26,730595,5921824,5191229,0.12,1054,200346
2020-05-27,704593,5977009,5272416,0.12,744,201090
2020-05-28,687446,5971681,5284235,0.12,646,201736
2020-05-29,679076,5867595,5188519,0.12,648,202384
2020-05-30,387815,2786937,2399122,0.14,349,202733
2020-05-31,706912,2740283,2033371,0.26,230,202963
2020-06-01,1501184,5649643,4148459,0.27,687,203650
2020-06-02,738606,5722542,4983936,0.13,574,204224
2020-06-03,811826,6026310,5214484,0.13,516,204740
2020-06-04,755025,5914331,5159306,0.13,524,205264
2020-06-05,730466,6434089,5703623,0.11,404,205668
2020-06-06,438410,2862596,2424186,0.15,247,205915
2020-06-07,387613,2807350,2419737,0.14,198,206113
2020-06-08,817252,5437715,4620463,0.15,451,206564
2020-06-09,942855,5853556,4910701,0.16,421,206985
2020-06-10,1273226,6143192,4869966,0.21,365,207350
2020-06-11,886533,6829820,5943287,0.13,366,207716
2020-06-12,953874,5866004,4912130,0.16,410,208126
2020-06-13,149059,2821283,2672224,0.05,197,208323
2020-06-14,140455,2568105,2427650,0.05,181,208504
2020-06-15,268295,5571801,5303506,0.05,383,208887
2020-06-16,278793,5861447,5582654,0.05,420,209307
2020-06-17,286982,5957320,5670338,0.05,357,209664
2020-06-18,281663,5926592,5644929,0.05,378,210042
2020-06-19,307467,5750826,5443359,0.05,363,210405
2020-06-20,520425,2888638,2368213,0.18,204,210609
2020-06-21,727399,2846638,2119239,0.26,172,210781
2020-06-22,1052598,5581673,4529075,0.19,398,211179
2020-06-23,1067552,5775365,4707813,0.18,383,211562
2020-06-24,1088959,6067226,4978267,0.18,381,211943
2020-06-25,1101660,5895544,4793884,0.19,299,212242
2020-06-26,1113532,5706051,4592519,0.2,314,212556
2020-06-27,550101,3256962,2706861,0.17,207,212763
2020-06-28,552210,3185526,2633316,0.17,203,212966
2020-06-29,1110283,5458085,4347802,0.2,438,213404
2020-06-30,1177376,5576597,4399221,0.21,442,213846
2020-07-01,1141425,5488145,4346720,0.21,397,214243
2020-07-02,1178525,3361484,2182959,0.35,417,214660
2020-07-03,881894,4200301,3318407,0.21,238,214898
2020-07-04,754688,2302214,1547526,0.33,120,215018
2020-07-05,554484,2475853,1921369,0.22,154,215172
2020-07-06,1103525,5300671,4197146,0.21,434,215606
2020-07-07,1168306,5691036,4522730,0.21,460,216066
2020-07-08,1227218,5868024,4640806,0.21,437,216503
2020-07-09,1219196,5835657,4616461,0.21,392,216895
2020-07-10,1070679,5531776,4461097,0.19,310,217205
2020-07-11,617497,2731751,2114254,0.23,258,217463
2020-07-12,622797,2578736,1955939,0.24,225,217688
2020-07-13,1278722,5441536,4162814,0.23,485,218173
2020-07-14,1288482,5798740,4510258,0.22,403,218576
2020-07-15,1315152,5797751,4482599,0.23,439,219015
2020-07-16,1258204,5637973,4379769,0.22,418,219433
2020-07-17,1214306,5406581,4192275,0.22,418,219851
2020-07-18,676928,2325067,1648139,0.29,218,220069
2020-07-19,601673,2348413,1746740,0.26,175,220244
2020-07-20,1159818,5270334,4110516,0.22,404,220648
2020-07-21,1240119,5445156,4205037,0.23,340,220988
2020-07-22,1295567,5787888,4492321,0.22,330,221318
2020-07-23,1267827,6775378,5507551,0.19,310,221628
2020-07-24,1237907,5530844,4292937,0.22,302,221930
2020-07-25,1188929,2698639,1509710,0.44,153,222083
2020-07-26,618556,2775696,2157140,0.22,140,222223
2020-07-27,1221802,5308054,4086252,0.23,315,222538
2020-07-28,1285989,5627459,4341470,0.23,313,222851
2020-07-29,1292031,5662019,4369988,0.23,289,223140
2020-07-30,1499558,6060692,4561134,0.25,273,223413
2020-07-31,1284703,5875527,4590824,0.22,264,223677
2020-08-01,728596,3040750,2312154,0.24,189,223866
2020-08-02,609749,2647716,2037967,0.23,137,224003
2020-08-03,1303816,5317947,4014131,0.25,348,224351
2020-08-04,1044500,5573788,4529288,0.19,187,224538
2020-08-05,1359086,5607694,4248608,0.24,301,224839
2020-08-06,1712425,5601227,3888802,0.31,294,225133
2020-08-07,1288566,5408142,4119576,0.24,258,225391
2020-08-08,720528,2754501,2033973,0.26,161,225552
2020-08-09,719872,2689120,1969248,0.27,133,225685
2020-08-10,1672785,5289073,3616288,0.32,311,225996
2020-08-11,1312528,5409510,4096982,0.24,265,226261
2020-08-12,1298728,5471142,4172414,0.24,320,226581
2020-08-13,1286768,6126954,4840186,0.21,277,226858
2020-08-14,1332474,5264001,3931527,0.25,278,227136
2020-08-15,744186,2690525,1946339,0.28,151,227287
2020-08-16,1271930,3023072,1751142,0.42,140,227427
2020-08-17,1284776,4971270,3686494,0.26,330,227757
2020-08-18,1388213,5786176,4397963,0.24,284,228041
2020-08-19,1279608,6165285,4885677,0.21,258,228299
2020-08-20,1388207,5302034,3913827,0.26,227,228526
2020-08-21,1621278,5045794,3424516,0.32,253,228779
2020-08-22,1082606,3488113,2405507,0.31,138,228917
2020-08-23,675419,2545218,1869799,0.27,151,229068
2020-08-24,1483556,5029782,3546226,0.29,300,229368
2020-08-25,1400331,5437461,4037130,0.26,284,229652
2020-08-26,1388488,5479713,4091225,0.25,313,229965
2020-08-27,1363216,5528832,4165616,0.25,275,230240
2020-08-28,1357225,5109696,3752471,0.27,286,230526
2020-08-29,669690,2591019,1921329,0.26,128,230654
2020-08-30,735243,2761534,2026291,0.27,184,230838
2020-08-31,1974168,2388754,414586,0.83,313,231151
2020-09-01,1620035,5422738,3802703,0.3,296,231447
2020-09-02,1473490,5769264,4295774,0.26,274,231721
2020-09-03,1758454,5999663,4241209,0.29,274,231995
2020-09-04,1675506,5892265,4216759,0.28,230,232225
2020-09-05,989391,2858917,1869526,0.35,158,232383
2020-09-06,817391,3205860,2388469,0.25,208,232591
2020-09-07,986336,5817832,4831496,0.17,218,232809
2020-09-08,2049596,6128973,4079377,0.33,395,233204
2020-09-09,2878570,6197334,3318764,0.46,353,233557
2020-09-10,1535418,6217922,4682504,0.25,322,233879
2020-09-11,1628880,6072583,4443703,0.27,314,234193
2020-09-12,927077,2785261,1858184,0.33,202,234395
2020-09-13,801455,2765433,1963978,0.29,258,234653
2020-09-14,1570081,5946144,4376063,0.26,434,235087
2020-09-15,1643680,6754002,5110322,0.24,341,235428
2020-09-16,1917412,6348404,4430992,0.3,370,235798
2020-09-17,1669445,6292967,4623522,0.27,356,236154
2020-09-18,2183661,6199990,4016329,0.35,290,236444
2020-09-19,971839,2964680,1992841,0.33,160,236604
2020-09-20,827623,2839125,2011502,0.29,158,236762
2020-09-21,1575634,5871244,4295610,0.27,514,237276
2020-09-22,1660391,6237204,4576813,0.27,407,237683
2020-09-23,1701832,6312918,4611086,0.27,533,238216
2020-09-24,1692898,6344595,4651697,0.27,470,238686
2020-09-25,1703860,6115407,4411547,0.28,455,239141
2020-09-26,957690,2864331,1906641,0.33,279,239420
2020-09-27,1149869,2763808,1613939,0.42,382,239802
2020-09-28,1453830,4999365,3545535,0.29,435,240237
2020-09-29,1638674,5414099,3775425,0.3,688,240925
2020-09-30,2288189,6190176,3901987,0.37,588,241513
2020-10-01,1770601,6267423,4496822,0.28,619,242132
2020-10-02,1715381,6215560,4500179,0.28,597,242729
2020-10-03,995899,3236066,2240167,0.31,279,243008
2020-10-04,852411,2755182,1902771,0.31,339,243347
2020-10-05,1636314,5847307,4210993,0.28,853,244200
2020-10-06,1984511,5988704,4004193,0.33,566,244766
2020-10-07,1738352,5154704,3416352,0.34,543,245309
2020-10-08,2186717,6227273,4040556,0.35,523,245832
2020-10-09,1741426,6111806,4370380,0.28,527,246359
2020-10-10,3232065,2918051,-314014,1.11,313,246672
2020-10-11,3642535,2853395,-789140,1.28,279,246951
2020-10-12,2370923,4412627,2041704,0.54,516,247467
2020-10-13,1662252,6036725,4374473,0.28,586,248053
2020-10-14,1786669,6119631,4332962,0.29,579,248632
2020-10-15,1796230,6301386,4505156,0.29,599,249231
2020-10-16,1626375,6580707,4954332,0.25,502,249733
2020-10-17,1022323,3009820,1987497,0.34,367,250100
2020-10-18,883103,2683258,1800155,0.33,424,250524
2020-10-19,1987405,5760506,3773101,0.35,628,251152
2020-10-20,1739107,6079880,4340773,0.29,606,251758
2020-10-21,1767784,6291373,4523589,0.28,656,252414
2020-10-22,1770421,6382560,4612139,0.28,756,253170
2020-10-23,1763446,6142993,4379547,0.29,601,253771
2020-10-24,996761,2978250,1981489,0.33,386,254157
2020-10-25,868974,2427404,1558430,0.36,364,254521
2020-10-26,1907502,6278788,4371286,0.3,691,255212
2020-10-27,2538597,6230765,3692168,0.41,735,255947
2020-10-28,1761237,6267110,4505873,0.28,777,256724
2020-10-29,1661284,6045085,4383801,0.27,615,257339
2020-10-30,1678485,6201157,4522672,0.27,646,257985
2020-10-31,1023591,2993347,1969756,0.34,403,258388
2020-11-01,815280,3231996,2416716,0.25,498,258886
2020-11-02,1682318,6002760,4320442,0.28,956,259842
2020-11-03,1556473,5786238,4229765,0.27,892,260734
2020-11-04,1632858,6278877,4646019,0.26,1096,261830
2020-11-05,1864417,6279268,4414851,0.3,1127,262957
2020-11-06,2209812,6068926,3859114,0.36,1023,263980
2020-11-07,1077091,3019392,1942301,0.36,833,264813
2020-11-08,892649,2681927,1789278,0.33,786,265599
2020-11-09,1679031,4953995,3274964,0.34,1533,267132
2020-11-10,1764664,6029537,4264873,0.29,1561,268693
2020-11-11,1556183,6062526,4506343,0.26,1491,270184
2020-11-12,1694204,6653016,4958812,0.25,1471,271655
2020-11-13,1714723,6307338,4592615,0.27,1478,273133
2020-11-14,1053804,3483515,2429711,0.3,1007,274140
2020-11-15,1427310,2595446,1168136,0.55,876,275016
2020-11-16,1656563,5777287,4120724,0.29,1788,276804
2020-11-17,2052858,6132152,4079294,0.33,1694,278498
2020-11-18,2099873,6208084,4108211,0.34,1686,280184
2020-11-19,1675784,6249294,4573510,0.27,1803,281987
2020-11-20,2029749,6122842,4093093,0.33,1738,283725
2020-11-21,1005784,2970300,1964516,0.34,1247,284972
2020-11-22,779121,2622587,1843466,0.3,1120,286092
2020-11-23,1887217,5867874,3980657,0.32,2236,288328
2020-11-24,2343273,6079285,3736012,0.39,1967,290295
2020-11-25,1606806,5567912,3961106,0.29,2241,292536
2020-11-26,649364,2287654,1638290,0.28,730,293266
2020-11-27,1923031,3533269,1610238,0.54,2145,295411
2020-11-28,903209,2663054,1759845,0.34,1687,297098
2020-11-29,783089,2195114,1412025,0.36,1596,298694
2020-11-30,1900762,5397098,3496336,0.35,2444,301138
2020-12-01,1722143,35551543,33829400,0.05,2325,303463
2020-12-02,1626512,6884032,5257520,0.24,1399,304862
